200 
 2.700000
C 0 0.0125 0.92812962 0.79569296 0.48589674 0.88262931 0.78883819 0.73162573 -1
C 1 0.0125 0.70208488 0.23338251 0.38362772 0.79013206 0.35833729 0.58145087 -1
C 2 0.0125 0.28025906 0.60902088 0.037789627 0.35913154 0.39661376 0.14344164 -1
C 3 0.0125 0.15423108 0.98104914 0.14860453 0.14162148 0.73258428 0.17322586 -1
C 4 0.0125 0.28278756 1.0104677 0.61250979 0.37829475 0.8641413 0.43371675 -1
C 5 0.0125 0.23281362 0.3857211 0.66935264 0.39057101 0.26119699 0.52067058 -1
C 6 0.0125 0.53248548 0.68072205 -0.02305649 0.30956685 0.58076123 0.030001228 -1
C 7 0.0125 0.76901212 0.92603841 0.60097351 0.79699398 0.71470856 0.47037217 -1
C 8 0.0125 0.39208537 0.732139 0.93107327 0.52973552 0.8077539 0.73656152 -1
C 9 0.0125 0.29653541 0.40935713 1.0578266 0.17468465 0.59416677 0.94164661 -1
C 10 0.0125 0.098932118 1.0869009 0.34796869 -0.049998358 0.89814864 0.27946824 -1
C 11 0.0125 0.22629006 0.30771288 0.63852175 0.0019332862 0.29446396 0.52902973 -1
C 12 0.0125 0.93761997 1.0660148 0.2312632 1.0368672 0.83834064 0.20272444 -1
C 13 0.0125 0.80273196 0.1312874 0.2553484 0.5751201 0.056897036 0.18352285 -1
C 14 0.0125 0.48501998 0.76093458 0.23749551 0.34448768 0.77796593 0.031435804 -1
C 15 0.0125 1.0597058 0.59936743 0.087661643 0.80999699 0.58731282 0.087237105 -1
C 16 0.0125 0.52075047 0.76351401 0.37426509 0.74432616 0.65252824 0.36026251 -1
C 17 0.0125 0.53976901 0.76929713 0.76205968 0.73366847 0.78587646 0.60512617 -1
C 18 0.0125 0.22769041 -0.055254713 0.26514529 0.37464036 0.11900609 0.16248623 -1
C 19 0.0125 0.24574191 0.26907113 0.81451254 0.23219539 0.50480374 0.73237468 -1
C 20 0.0125 0.42470135 0.87670851 0.86886958 0.53656946 0.78546791 0.6647601 -1
C 21 0.0125 1.0018225 0.33444269 0.4832043 0.7889188 0.24838451 0.38438128 -1
C 22 0.0125 0.9726854 0.86171398 0.36177688 0.82651385 0.8320596 0.56241211 -1
C 23 0.0125 1.0319885 0.13176117 0.26316169 0.88976035 0.29504401 0.38810117 -1
C 24 0.0125 0.50813677 -0.0014759901 0.69048145 0.68746785 0.12063731 0.56626912 -1
C 25 0.0125 0.52541884 0.10163111 0.23483323 0.73126472 -0.027140452 0.29437616 -1
C 26 0.0125 0.87542872 0.62591778 0.4295807 0.78625264 0.77196858 0.61183544 -1
C 27 0.0125 0.037679114 0.9793657 0.34820506 0.23066774 0.83813991 0.42107938 -1
C 28 0.0125 0.28406161 0.87419745 0.0024722479 0.46799774 1.0328941 0.061488102 -1
C 29 0.0125 0.70466906 0.55473285 0.54862685 0.9423697 0.62502258 0.58115001 -1
C 30 0.0125 0.18017852 -0.030800855 0.45430894 0.11746181 0.088517791 0.66485507 -1
C 31 0.0125 1.0228058 0.058608482 0.60829774 0.9163051 0.12844275 0.39316806 -1
C 32 0.0125 0.64261381 0.61397732 0.33737095 0.62975398 0.83840812 0.22798429 -1
C 33 0.0125 0.74107102 0.96414829 0.64137529 0.7559366 0.76562472 0.49015557 -1
C 34 0.0125 0.10153492 1.0016026 0.090138629 0.089707681 0.94709548 0.3338374 -1
C 35 0.0125 0.91211833 0.29663232 0.1642831 0.82718493 0.2354303 0.39130872 -1
C 36 0.0125 0.20719729 0.64488568 0.99760097 0.11988488 0.81324928 0.83471992 -1
C 37 0.0125 0.61792851 0.41393218 0.22006032 0.6945698 0.62526221 0.11067235 -1
C 38 0.0125 0.8920994 0.66742853 0.5956394 0.73643086 0.66379052 0.40005291 -1
C 39 0.0125 0.30094916 0.88968925 0.081853624 0.46324429 0.73181438 -0.024145501 -1
C 40 0.0125 0.084421932 0.37631637 0.55951063 0.16467877 0.60885526 0.51496282 -1
C 41 0.0125 0.65098496 0.59263131 0.39511023 0.86159541 0.60931724 0.52876955 -1
C 42 0.0125 0.91371462 0.91020323 0.43374124 0.79964736 0.94677651 0.65317473 -1
C 43 0.0125 1.0223364 0.90422875 0.58672069 0.90992957 0.72239195 0.71633581 -1
C 44 0.0125 0.31846993 0.25050219 0.45074497 0.33887753 0.29755897 0.20606316 -1
C 45 0.0125 1.0523714 0.42051264 0.75131398 0.80428164 0.43219267 0.77986336 -1
C 46 0.0125 -0.10172592 0.71046315 0.60497002 0.11433134 0.81282973 0.67804768 -1
C 47 0.0125 1.0963116 0.9329048 0.22030677 0.87907273 1.0254238 0.30245013 -1
C 48 0.0125 0.93415483 0.31020783 0.16522791 0.94497103 0.27445474 0.41242162 -1
C 49 0.0125 0.60027149 0.48702042 0.045193061 0.35893398 0.53166311 -0.0023804106 -1
C 50 0.0125 0.52354749 0.64821623 0.58179356 0.72951928 0.65167485 0.44014732 -1
C 51 0.0125 0.658428 1.0581044 0.15599473 0.60893868 0.81437664 0.13054735 -1
C 52 0.0125 0.74916649 0.7888577 0.70896921 0.63157394 0.93906945 0.54738821 -1
C 53 0.0125 0.76082364 -0.013440838 0.19171177 0.89654788 0.18625534 0.12690153 -1
C 54 0.0125 0.72307589 0.92753249 0.43881125 0.63166598 0.69550978 0.45640928 -1
C 55 0.0125 0.88207519 0.70306597 1.0567594 0.97942134 0.73557085 0.82879633 -1
C 56 0.0125 0.66625241 0.15670925 0.4480918 0.84012396 -0.0202459 0.47900389 -1
C 57 0.0125 0.32554176 0.073452371 0.5921444 0.47375765 0.023291503 0.78712117 -1
C 58 0.0125 0.33945201 0.63621368 0.47659195 0.094908546 0.63498705 0.52852449 -1
C 59 0.0125 0.74488773 0.72729507 0.27967163 0.5871009 0.57642452 0.40149689 -1
C 60 0.0125 0.79200418 1.0312615 0.28480676 0.76437183 0.82895115 0.42905294 -1
C 61 0.0125 0.23579765 0.14687035 0.75400839 0.12877552 0.086830487 0.97181904 -1
C 62 0.0125 0.64283684 0.17670033 0.41689357 0.75275581 0.20713867 0.19442711 -1
C 63 0.0125 0.16837455 -0.018974705 1.0036621 0.26224623 0.16994448 0.86950675 -1
C 64 0.0125 0.38829817 0.58236454 0.063352429 0.43706247 0.82320662 0.017340083 -1
C 65 0.0125 0.7294888 0.30307887 0.04199328 0.65265073 0.086946136 0.1414043 -1
C 66 0.0125 0.28908608 0.81160799 1.1230295 0.25517791 0.83394306 0.87634876 -1
C 67 0.0125 0.31373054 0.65831457 0.34711119 0.25457186 0.90121218 0.34611072 -1
C 68 0.0125 0.20425836 0.16629506 0.36682265 0.2805796 0.24698701 0.59079559 -1
C 69 0.0125 0.27002028 0.75001751 0.26323592 0.3798592 0.68848323 0.047252249 -1
C 70 0.0125 0.35867986 0.89040053 0.87987975 0.14439422 0.89207288 1.0086387 -1
