200 
 6.400000
C 0 0.0125 0.90915196 0.81953897 0.90078004 0.82718402 0.58593495 0.86598895 -1
C 1 0.0125 0.51447243 0.36237952 0.67426557 0.55139558 0.40975908 0.91694202 -1
C 2 0.0125 0.59678321 0.22769737 0.21679602 0.72393764 0.10200704 0.042057094 -1
C 3 0.0125 0.70477325 0.54299203 0.64838077 0.59947802 0.70410837 0.80792525 -1
C 4 0.0125 0.35498616 0.48876783 0.44550433 0.22383711 0.67486635 0.34222188 -1
C 5 0.0125 0.39651138 0.052762657 0.23371133 0.38666573 0.10328441 -0.010932522 -1
C 6 0.0125 0.60264971 0.60875048 0.67398521 0.75821843 0.76626942 0.55785529 -1
C 7 0.0125 0.9018238 0.79479227 0.73232413 0.70127593 0.80383394 0.88131674 -1
C 8 0.0125 0.50337288 0.99675944 1.0115997 0.54479586 0.75572784 0.95975466 -1
C 9 0.0125 0.97087327 0.053313373 0.56329394 0.79328939 0.090847974 0.39137791 -1
C 10 0.0125 0.98048383 0.13379333 0.606144 0.8721335 0.056829545 0.39439703 -1
C 11 0.0125 0.82789434 0.60780801 0.16491607 0.81746735 0.37941602 0.063780624 -1
C 12 0.0125 0.53015912 0.16488212 0.54194497 0.32274556 0.065381427 0.63981849 -1
C 13 0.0125 0.76995276 0.58599116 0.67929748 0.54727467 0.64164219 0.58021454 -1
C 14 0.0125 0.77555927 0.61182633 0.71812278 0.7618148 0.36632938 0.67293052 -1
C 15 0.0125 0.25280052 0.8848921 0.89875847 0.16647239 1.0517682 1.0636822 -1
C 16 0.0125 0.54843126 0.74440582 0.11866901 0.45242405 0.77609007 -0.1099764 -1
C 17 0.0125 0.89750509 0.68045682 0.73117004 0.84411849 0.89409315 0.61280877 -1
C 18 0.0125 0.88951857 0.37131608 0.44589569 0.80329457 0.60520197 0.42684797 -1
C 19 0.0125 0.66341558 0.073669482 0.19241501 0.5153831 0.16159476 0.37367595 -1
C 20 0.0125 0.91926934 0.85263802 0.52427512 0.71395432 0.96518407 0.43664449 -1
C 21 0.0125 0.45366125 0.059495722 0.36840727 0.4045721 0.071381137 0.12356244 -1
C 22 0.0125 0.79338379 0.58880519 0.69178646 0.82946891 0.76925456 0.86100788 -1
C 23 0.0125 0.78511358 0.7857287 0.23904391 0.921618 0.86827436 0.43153484 -1
C 24 0.0125 0.69982057 0.68241731 0.5405719 0.7543187 0.9260008 0.52653502 -1
C 25 0.0125 0.79488252 0.77566222 0.58910246 0.6881277 0.96855774 0.70697836 -1
C 26 0.0125 0.7177065 0.68336001 0.96969442 0.76271017 0.9079801 0.86959205 -1
C 27 0.0125 0.67110278 0.70580049 0.81716696 0.46534104 0.82745357 0.89039697 -1
C 28 0.0125 0.73974857 0.89565682 0.8584847 0.50139114 0.93410978 0.7936225 -1
C 29 0.0125 0.81593363 0.61428365 0.87356942 0.88728182 0.84786255 0.92695794 -1
C 30 0.0125 0.70981256 0.27064906 0.73139728 0.63288951 0.059045144 0.62273897 -1
C 31 0.0125 0.77759576 0.092135928 -0.075699021 0.94486242 0.038196029 0.10209961 -1
C 32 0.0125 0.4375205 0.33598979 0.23502723 0.4141732 0.16729228 0.41804651 -1
C 33 0.0125 0.84764435 0.73172224 0.60399411 0.79490519 0.83803893 0.82402898 -1
C 34 0.0125 0.53461025 0.069203426 0.83638815 0.31708301 -0.042561373 0.78451784 -1
C 35 0.0125 0.68412015 0.59786336 0.58840328 0.85241696 0.7034071 0.43662481 -1
C 36 0.0125 0.16727654 0.99444573 0.18509055 0.34675501 1.003753 0.011306628 -1
C 37 0.0125 0.9099524 0.87284452 1.0522937 1.0601323 0.75669983 0.88963942 -1
C 38 0.0125 0.83596909 0.80970421 0.8615773 0.68172369 0.76003144 1.0519479 -1
